Summary,Text,Class,Identifier,Court
" AGRAVO DE INSTRUMENTOExecução fiscal. Suspensão. Descabimento. Necessidade de adequação a índices corretos –  se é que já não efetivada –  não retira a liquidez e certeza dos títulos executivos. Ausente obstáculo à continuidade da execução. Impertinente a liquidação de exceção de pré-executividade. A discussão sobre a incorreção do recálculo não prescinde de eventual dilação probatória, a ser promovida em sede de embargos à execução. Precedentes. R. decisão mantida.Embargos de declaração. Da decisão negando efeito suspensivo. Recurso prejudicado, diante da apreciação do mérito do agravo.Recurso não provido. Prejudicados os embargos de declaração. ",gravo.recurso não provido. prejudicados os embargos de declaração. ,Prejudicado,2212094-30.2021.8.26.0000,TJSP
" AGRAVO DE INSTRUMENTOExecução fiscal. Suspensão. Descabimento. Necessidade de adequação a índices corretos –  se é que já não efetivada –  não retira a liquidez e certeza dos títulos executivos. Ausente obstáculo à continuidade da execução. Impertinente a liquidação de exceção de pré-executividade. A discussão sobre a incorreção do recálculo não prescinde de eventual dilação probatória, a ser promovida em sede de embargos à execução. Precedentes. R. decisão mantida.Embargos de declaração. Da decisão negando efeito suspensivo. Recurso prejudicado, diante da apreciação do mérito do agravo.Recurso não provido. Prejudicados os embargos de declaração. ",gravo.recurso não provido. prejudicados os embargos de declaração. ,Prejudicado,2212094-30.2021.8.26.0000,TJSP
" HABEAS CORPUS –  Execução penal –  Concessão de benefícios - Matéria adstrita à competência do Juízo da Execução - Remédio heroico não faz as vezes de Agravo em Execução, recurso adequado ao caso - Via imprópria para análise do mérito –  Pedidos não analisados pelo Juízo de origem –  Supressão de instância –  Não conhecimento –  Excesso de prazo para expedição de guia de recolhimento a autuação do respectivo processo –  Guia expedida e processo de execução cadastrado –  Questão prejudicada - Ordem parcialmente conhecida e, neste âmbito, prejudicada. ","o, prejudicada. ",Prejudicado,2196876-59.2021.8.26.0000,TJSP
" RECURSO EM SENTIDO ESTRITO –  FEMINICÍDIO TENTADO –  Desclassificação para lesões corporais culposas diante da ausência de intenção homicida –  Dolo que não se exclui plenamente da prova colhida –  Existência de materialidade e indícios suficientes de autoria –  Mero juízo de admissibilidade –  Afastamento de qualificadoras –  Cabimento –  Ausência sequer de indícios de que o crime tenha sido praticado por motivo fútil ou em contexto de violência doméstica e familiar contra a mulher - Recurso defensivo parcialmente provido, para afastar as qualificadoras. ",qualificadoras. ,Prejudicado,1519098-74.2020.8.26.0266,TJSP
" Apelação – Indenização – Entrega de medicamento com prazo de validade expirado – Ingestão pelo menor que apresentou sérios sintomas – Sentença de procedência – Apelo das partes – Incapacidade civil da Autora – Ausência de intimação do Ministério Público – Intervenção obrigatória – Artigos 178, inciso II, e 279, ambos do Código de Processo Civil – Nulidade insanável – Sentença anulada.Causa que exige melhor dilação probatória, de modo a demonstrar que a ingestão do medicamento causou na Autora os sintomas por ela alegados –  Processo que também deve ser anulado, para determinar a realização de prova oral.Recursos prejudicados ante a nulidade do processo pronunciada de ofício, por ausência de intervenção ministerial na origem e devida instrução probatória. ","entença anulada.causa que exige melhor dilação probatória, de modo a demonstrar que a ingestão do medicamento causou na autora os sintomas por ela alegados –  processo que também deve ser anulado, para determinar a realização de prova oral.recursos prejudicados ante a nulidade do processo pronunciada de ofício, por ausência de intervenção ministerial na origem e devida instrução probatória. ",Prejudicado,1000048-90.2019.8.26.0481,TJSP
" AGRAVO INTERNO. Decisão que indeferiu o efeito suspensivo requerido, por não vislumbrar, em uma análise inicial, a probabilidade do direito dos agravantes, considerando que laudo técnico que fundamenta o pedido foi unilateralmente elaborado. Insurgência. Alegação de presença dos requisitos autorizadores para a concessão da medida postulada. Impossibilidade. Com a apreciação do mérito do agravo de instrumento não há razão para o pronunciamento jurisdicional neste recurso. Agravo interno prejudicado pelo julgamento definitivo do agravo de instrumento. Recurso prejudicado. ",so prejudicado. ,Prejudicado,2136380-64.2021.8.26.0000,TJSP
" AGRAVO DE INSTRUMENTO. PLANO DE SAÚDE. Insurgência contra decisão que deferiu tutela de urgência para compelir a ré a fornecer o tratamento médico indicado ao autor.  Medicamento contínuo à base de Canabidiol, denominado ""Carmen's Medicinals Full Spectrum Cannabinoids"", cujo uso foi aprovado pela ANVISA (RDC nº 335/2020). Prova inequívoca, convincente da verossimilhança das alegações do agravado. Inteligência do artigo 300 do CPC. Inexistência de risco de irreversibilidade da medida. Decisão mantida. Agravo de instrumento não provido e embargos de declaração prejudicados. ",o prejudicados. ,Prejudicado,2200489-87.2021.8.26.0000,TJSP
" HABEAS CORPUS. PRISÃO PREVENTIVA. Insurgência contra a conversão do flagrante em preventiva. Réu processado por roubo majorado em concurso de agentes.  Idêntica ação já impetrada na qual foi indeferida a liberdade provisória a paciente. Constrangimento ilegal não verificado. Impetração prejudicada. Idêntica causa de pedir deduzida em impetração anterior, a qual já foi julgada por esta Colenda Câmara. ","a liberdade provisória a paciente. constrangimento ilegal não verificado. impetração prejudicada. idêntica causa de pedir deduzida em impetração anterior, a qual já foi julgada por esta colenda câmara. ",Prejudicado,0037035-62.2021.8.26.0000,TJSP
" SEGREDO DE JUSTIÇA. Execução por título extrajudicial. Inexistência de situação excepcional que possa justificar a tramitação do feito sob segredo de justiça, em detrimento do princípio da publicidade dos atos processuais. Decisão que indeferiu o pedido de tramitação do processo executivo em segredo de justiça mantida. Agravo de instrumento improvido, prejudicada a análise do agravo interno, em razão do resultado do julgamento do recurso principal.Dispositivo: negaram provimento ao agravo de instrumento, prejudicado o agravo interno. ","am provimento ao agravo de instrumento, prejudicado o agravo interno. ",Prejudicado,2133952-12.2021.8.26.0000,TJSP
" SEGREDO DE JUSTIÇA. Execução por título extrajudicial. Inexistência de situação excepcional que possa justificar a tramitação do feito sob segredo de justiça, em detrimento do princípio da publicidade dos atos processuais. Decisão que indeferiu o pedido de tramitação do processo executivo em segredo de justiça mantida. Agravo de instrumento improvido, prejudicada a análise do agravo interno, em razão do resultado do julgamento do recurso principal.Dispositivo: negaram provimento ao agravo de instrumento, prejudicado o agravo interno. ","am provimento ao agravo de instrumento, prejudicado o agravo interno. ",Prejudicado,2133952-12.2021.8.26.0000,TJSP
" TRANSPORTE AÉREO INTERNACIONAL. Sentença de procedência. Insurgência de ambas as partes. INDENIZAÇÃO POR DANO MORAL. Cancelamento do voo. Chegada ao destino com cerca de 21 horas de atraso. O cancelamento se deu quando da viagem de retorno ao Brasil. Não há prova de qualquer compromisso urgente que tenha perdido em decorrência do atraso. Manutenção não programada na aeronave. Observância ao disposto no art. 927, inciso II, do Código de Processo Civil, no que diz respeito aos enunciados de súmula vinculante (RE 636331. Tema 210 de Repercussão geral e ARE 766618). A questão é apreciada segundo a Convenção de Montreal (Decretos números 59/2006 e 5910/2006 e artigo 178 da Constituição Federal), que prevalece sobre as normas contidas no Código de Defesa do Consumidor. A questão do dano moral reclamado é enfrentada conforme a norma internacional que rege a matéria e não conforme o CDC. Observada a natureza do vínculo e sequência dos fatos, necessária a prova da existência efetiva do dano imaterial como pressuposto essencial e indispensável da reparação moral. O simples atraso do voo não é considerado como causador de dano moral, não se admitindo a configuração do dano moral 'in re ipsa'. Orientação do STJ.  Informativo nº 0638. Tese adotada no sentido de que ""Na hipótese de atraso de voo, não se admite a configuração do dano moral'in re ipsa'"". A presunção de dano moral in re ipsa, independentemente da duração do atraso e das demais circunstâncias envolvidas, exige maiores reflexões sobre a controvérsia. Incumbia à requerente a prova do prejuízo moral sofrido, não sendo suficiente a demonstração da falha na prestação do serviço.  Sentença reformada. Provido o recurso da ré. Prejudicado o recurso da autora.  ",eformada. provido o recurso da ré. prejudicado o recurso da autora.  ,Prejudicado,1024202-20.2020.8.26.0100,TJSP
" COMPETÊNCIA –  Conflito negativo de competência instaurado entre a 6ª Turma da Fazenda Pública do Colégio Recursal da Capital e a 2ª Câmara de Direito Público do Tribunal de Justiça de São Paulo –  Agravo de instrumento tirado contra decisão do Juízo da Vara da Fazenda Pública que negou pedido de gratuidade da Justiça a servidores aposentados que demandam com a SPPREV –  Embargos de Declaração acolhidos pela Câmara suscitada, que reconsiderou seu posicionamento anterior e expressamente aceitou a competência –  Conflito prejudicado.   "," prejudicado.   ",Prejudicado,0038687-17.2021.8.26.0000,TJSP
" APELAÇÃO –  AÇÃO DE OBRIGAÇÃO DE FAZER –  CESSÃO E TRANSFERÊNCIA DE CRÉDITO –  COTA DE CONSÓRCIO CANCELADA - SENTENÇA DE IMPROCEDÊNCIA.Cessão de crédito celebrada entre o titular da cota (estranho à lide) e a parte autora –  Pedido para que a instituição financeira ré seja compelida a anotar em seus registros e sistemas a cessão de crédito de cota cancelada, com vistas a obstar pagamento ao consorciado cedente –  Réu que emitiu cheque em favor do cedente e, posteriormente, endossado em favor da autora –  Cessionária que informou já ter recebido o valor correspondente à cota cancelada, objeto da cessão –  Elemento ""necessidade"" do interesse processual não mais verificado, dado o recebimento do crédito de cota de consórcio cancelada tratada nos autos –  Perda superveniente do interesse processual reconhecida.PROCESSO JULGADO EXTINTO, SEM RESOLUÇÃO DO MÉRITO –  JULGAMENTO DO RECURSO PREJUDICADO. ",so prejudicado. ,Prejudicado,1118168-37.2020.8.26.0100,TJSP
" Anulatória – Infração ao Código de Defesa do Consumidor – Fato suficientemente demonstrado nos autos – Procon que tem competência para a instauração do auto de infração – Entendimento do STF – Procedimento administrativo regular –Empresa que pôde apresentar defesa e recorrer administrativamente – Ausência de motivos para anulação do auto e afastamento da multa – Valor fixado corretamente – Recurso do Procon provido e dos patronos da apelada T4F prejudicado. ",4f prejudicado. ,Prejudicado,1016636-64.2020.8.26.0053,TJSP
" Apelação e recurso adesivo. Embargos à execução fiscal. ICMS. Auto de infração e imposição de multa. Hipótese na qual possível se inferir das provas produzidas a atuação de boa-fé da ora apelante no tocante às obrigações fiscais correspondentes (mormente a de verificar a idoneidade da empresa fornecedora no período da realização do negócio jurídico). Empresa embargante, ademais, que é optante do regime do Simples Nacional. Anulação desse auto de infração que se impõe. Precedentes desta Câmara que são de consideração. Logo, dá-se provimento à apelação interposta pela autora, por um lado, e, de outro, julga-se prejudicado o recurso adesivo da embargada. ","do, e, de outro, julga-se prejudicado o recurso adesivo da embargada. ",Prejudicado,1001338-91.2016.8.26.0014,TJSP
