Summary,Text,Class,Identifier,Court
" Locação de imóvel não residencial. Incidente de desconsideração da personalidade jurídica instaurado em ação de despejo c.c. cobrança, em fase de cumprimento de sentença. Os elementos reunidos nos autos, não infirmados por quaisquer outros apresentados pelas agravantes, demonstram abuso de personalidade e confusão patrimonial, nos termos do art. 50, do Código Civil. Decisão mantida.Recurso improvido. ",urso improvido. ,Improcedente,2128604-13.2021.8.26.0000,TJSP
" VOTO Nº 37.535Prestação de serviços. Fornecimento de energia elétrica. Ação regressiva da seguradora. Alegação de que distúrbios elétricos, provenientes da rede de distribuição administrada pela ré, resultaram em avarias a equipamentos do segurado, que precisaram ser reparados. Havendo controvérsia sobre a causa dos danos e não tendo a autora viabilizado a produção de prova técnica de forma direta, não há como impor à concessionária o dever de indenizar. A ausência de comprovação de prévia comunicação do ocorrido pelo segurado impediu a concessionária de inspecionar os equipamentos danificados e produzir prova para contrapor os documentos que instruíram a inicial. A responsabilidade objetiva do art. 37, § 6º, da Constituição Federal afasta tão somente a pertinência de se apurar o elemento subjetivo da responsabilidade civil, mas não elimina a necessidade de que sejam demonstrados a conduta comissiva ou omissiva do agente, os danos alegados pela vítima e o nexo de causalidade entre eles. Ainda que o Código de Defesa do Consumidor seja aplicável ao caso vertente, a inversão do ônus da prova não se opera automaticamente, tendo lugar quando, a critério do juiz, for verossímil a alegação do consumidor ou for ele hipossuficiente, segundo as regras ordinárias de experiência, pressupostos que não estão presentes no caso dos autos. Improcedência do pedido era medida que se impunha. Recurso improvido, rejeitada a preliminar. ","era medida que se impunha. recurso improvido, rejeitada a preliminar. ",Improcedente,1000517-46.2020.8.26.0629,TJSP
" Alienação fiduciária de imóvel. Ação anulatória. A pretendida revogação da liminar concedida na origem implicaria a ultimação dos procedimentos de alienação extrajudicial do imóvel, provimento irreversível. Ademais, são relevantes os fundamentos declinados pelos requerentes, sobretudo acerca da possibilidade de purgação da mora até a assinatura do auto de arrematação. Nessa medida, impõe-se a manutenção da r. decisão agravada, ao menos por ora, a fim de assegurar a eficácia do provimento jurisdicional colimado.Recurso improvido. ",urso improvido. ,Improcedente,2203149-54.2021.8.26.0000,TJSP
" *Execução de Título Extrajudicial –  Penhora –  Incidência sobre valor depositado em conta poupança –  Cabimento, tendo em vista sua natureza circulatória - Impenhorabilidade do art. 833, IV do CPC não caracterizada –  Ausência de elementos que demonstrem que se tratava de conta poupança- Vedação à expropriação direta de salário e/ou aposentadoria, o que não retrata o caso dos autos - Conta poupança com natureza circulatória - Decisão mantida –  Recurso não provido*   ",não provido*   ,Improcedente,2094264-43.2021.8.26.0000,TJSP
" *AGRAVO DE INSTRUMENTO –  Decisão que determinou a apresentação de procuração com reconhecimento de firmado outorgante –  Possibilidade –  Demonstração de que, em outro feito, a parte afirmou desconhecer a advogada que aqui também figura como sua patrona e não lhe ter outorgado poderes de representação - Providência que se faz necessária, em razão do comunicado CG nº 154/2020 - Recurso não provido*  "," não provido*  ",Improcedente,2170110-66.2021.8.26.0000,TJSP
" *TUTELA DE URGÊNCIA –  Contrato –  Serviços bancários – Determinada a suspensão das cobranças da dívida discutida nos autos –  Cobranças provavelmente derivadas de fraude perpetrada por terceiro, que se fez passar por funcionário do banco/agravante e orientou o cliente a realizar diversos procedimentos em caixa de autoatendimento, os quais possibilitaram a tomada de um empréstimo no valor de R$ 300.000,00, além do pagamento de 35 boletos na conta bancária e cartão de crédito do cliente - Presentes os requisitos para a concessão da tutela de urgência –  Recurso não provido* ",o não provido* ,Improcedente,2172854-34.2021.8.26.0000,TJSP
" *TUTELA DE URGÊNCIA –  Requisitos –  Ordem de cancelamento do cartão de crédito vinculado ao contrato 14895417, pena de multa diária - Possibilidade –  Consonância com o disposto no art. 3º, § 7º, da Instrução Normativa INSS/PRES nº 28/2008 –  Presentes os requisitos para a concessão da tutela de urgência –  Multa cominatória –  Insurgência em relação à multa diária no valor de R$ 500,00 - Cabimento da multa cominada –  Multa legalmente estabelecida, devido ao caráter inibitório das astreintes –  Decisão mantida –  Recurso não provido* ",o não provido* ,Improcedente,2152006-26.2021.8.26.0000,TJSP
" EMBARGOS DE DECLARAÇÃO. Os embargos de declaração, ainda que opostos com a finalidade de prequestionamento da matéria, devem se limitar às hipóteses do artigo 1.022 do Código de Processo Civil. Alegação de omissão, obscuridade, e pretendida infringência, afastadas.Embargos manifestamente protelatórios, ensejando a aplicação de multa de 1% do valor atualizado da causa, nos termos do artigo 1.026, §2º, do CPC.Embargos de declaração rejeitados. ",ão rejeitados. ,Improcedente,2120127-98.2021.8.26.0000,TJSP
" AGRAVO DE INSTRUMENTO. PETIÇÃO DE HERANÇA. DECISÃO MONOCRÁTICA QUE NÃO CONHECEU DO RECURSO. AGRAVO INTERNO DESPROVIDO. Agravo de Instrumento. Petição de herança. Insurgência contra decisão monocrática que não conheceu do recurso. Jurisprudência trazida pelas agravantes que não se amolda à hipótese dos autos, que trata de processo de conhecimento, e não de liquidação ou cumprimento de sentença. Pedido de parcelamento dos honorários periciais. Hipótese não previstas no art. 1.015 do Código de Processo Civil. Inexistência de urgência que importe na inutilidade do julgamento da questão em apelação. Decisão que determinou às agravantes o deposito dos valores locatícios, na proporção da cota parte em tese cabível à agravada, não desafiada pelo recurso cabível. Inércia das agravantes em cumprir a decisão judicial. Expedição de ofícios aos inquilinos que é mero exaurimento de decisão preclusa. Decisão monocrática mantida. Agravo interno desprovido. ",rno desprovido. ,Improcedente,2201594-02.2021.8.26.0000,TJSP
" APELAÇÃO. OBRIGAÇÃO DE FAZER. EDUCAÇÃO INCLUSIVA. PROFESSOR AUXILIAR, ENSINO FUNDAMENTAL. MENOR PORTADORA DE NECESSIDAES ESPECIAIS. 1. Procedência da demanda. Insurgência da Fazenda Pública do Estado de São Paulo.2. Direito fundamental à educação que assegura aos educandos portadores de necessidades especiais atendimento educacional especializado. Inteligência do artigo 54, III, do ECA; artigos 3º, XIII, e 28, XVII, do Estatuto da Pessoa com Deficiência; artigo 59, III, da Lei nº 9394/96 (Lei de Diretrizes e Bases da Educação). Profissional que deve ter especialização adequada para atendimento a menores com deficiência, transtornos globais do desenvolvimento e altas habilidades ou professores capacitados para efetiva integração desses educandos nas classes regulares. Professor de apoio que não se confunde com a singela figura do cuidador. Disponibilização de serviço de apoio pedagógico especializado, tão somente, no contraturno das aulas, que é insuficiente pois o menor necessita de engajamento educacional em sua própria sala de aula. Processo de educação inclusiva que não se exaure com a simples matrícula de um menor portador de necessidades particulares em uma classe de ensino regular, sem qualquer de tipo de assistência especializada, abandonando-o à própria sorte e relegando-o a uma ""inclusão"" meramente figurativa.3. Possibilidade de compartilhamento do profissional de apoio com outros alunos matriculados na mesma escola. Observância do princípio da solidariedade. Precedentes desta Colenda Câmara Especial. 4. Recurso improvido.  ",rso improvido.  ,Improcedente,1010853-16.2021.8.26.0196,TJSP
" APELAÇÃO CRIMINAL –  JÚRI –  HOMICÍDIO –  PRETENDIDA A REALIZAÇÃO DE NOVO JÚRI –  IMPOSSIBILIDADE –  SOBERANIA DO VEREDICTO –  DECISÃO AMPARADA NO CONJUNTO PROBATÓRIO –  Havendo duas vertentes possíveis e demonstradas nos autos, a escolha de uma delas pelo Conselho de Sentença é livre, não se podendo falar em anulação do julgamento, mormente quando não se logrou comprovar, estreme de dúvidas, que o réu agiu em legítima defesa, logo em seguida a injusta provocação da vítima. Recurso não provido.  "," não provido.  ",Improcedente,0002886-93.2012.8.26.0052,TJSP
" AGRAVO EM EXECUÇÃO - INDULTO COM BASE NO DECRETO Nº 9.246/2017 –  RECURSO QUE PRETENDE O DEFERIMENTO DO BENEFÍCIO –  NÃO ACOLHIMENTO –  Não tendo sido preenchido requisito subjetivo previsto no artigo 4º, inciso I, do Decreto nº 9.246/2017, já que o sentenciado sofreu, nos doze meses contados retroativamente à data de publicação da norma legal, sanção aplicada pelo juízo competente em razão da prática de infração disciplinar de natureza grave, inviável o deferimento do indulto.  –  Recurso não provido. ",o não provido. ,Improcedente,9000052-52.2021.8.26.0050,TJSP
" APELAÇÃO –  CRIME DE TRÂNSITO –  LESÃO CORPORAL CULPOSA –  ABSOLVIÇÃO POR INSUFICIÊNCIA PROBATÓRIA - IMPOSSIBILIDADE –  Tendo o conjunto probatório demonstrado que o acidente de trânsito que resultou na lesão corporal das vítimas decorreu da imprudência do réu e que este não prestou socorro, quando possível fazê-lo, de rigor a condenação pelo delito do artigo 303, parágrafo único, c.c. o artigo 302, § 1º, inciso III, ambos da Lei nº 9.503/97. Prova oral firme e coerente. Condenação mantida. Recurso não provido. ",o não provido. ,Improcedente,0058636-42.2013.8.26.0506,TJSP
" COMPROMISSO DE COMPRA E VENDA –  RESOLUÇÃO DO CONTRATO E CONDENAÇÃO DA VENDEDORA A RESTITUIR AOS ADQUIRENTES TUDO O QUE DELES RECEBEU –  OMISSAS A SENTENÇA E O ACÓRDÃO QUANTO A QUEM CABIA A INICIATIVA DE EXIGIR A SATISFAÇÃO DO JULGADO, PRESUME-SE QUE SE TRATAVAM DE OBRIGAÇÕES RECÍPROCAS OU SIMULTÂNEAS - PODERIAM OS ADQUIRENTES TER OFERECIDO O BEM, QUE NÃO SERIA ENTREGUE À VENDEDORA SEM O PAGAMENTO DO QUE LHES DEVIA –  INTELIGÊNCIA DA REGRA DO ART.  582 DO CPC1973, HOJE CORRESPONDENTE AO ""CAPUT"" DO ART. 787 DO CPC2015, POR ANALOGIA –  SENTENÇA CONFIRMADA –  RECURSO DESPROVIDO ",urso desprovido ,Improcedente,1030588-58.2015.8.26.0224,TJSP
" PLANO DE SAÚDE - AÇÃO DE OBRIGAÇÃO DE FAZER –  INTERNAÇÃO DE PACIENTE PARA TRATAMENTO PSIQUIÁTRICO EM CLÍNICA ESPECIALIZADA –  INEXISTÊNCIA, EM TESE, DE ABUSIVIDADE NA CLÁUSULA DE COPARTICIPAÇÃO DE 50% DAS DESPESAS PELO BENEFICIÁRIO A PARTIR DO 31º DIA DE INTERNAÇÃO POR ANO DE CONTRATO –  ENTENDIMENTO FIRMADO PELO C. STJ EM SEDE DE RECURSOS REPETITIVOS (TEMA 1.032) –  OPERADORA DE PLANO DE SAÚDE NÃO SE DESINCUMBIU DO ÔNUS DE PROVAR SUAS ALEGAÇÕES (CDC, ART. 6º, INCISO VIII) –  INSTRUMENTO DE CONTRATO DE PLANO DE SAÚDE NÃO JUNTADO AOS AUTOS –  SENTENÇA MANTIDA –  RECURSO DESPROVIDO.  ",so desprovido.  ,Improcedente,1014548-98.2019.8.26.0405,TJSP
" EXECUÇÃO DE TÍTULO JUDICIAL - CERCEAMENTO DE DEFESA –  INOCORRÊNCIA –  INTELIGÊNCIA DA REGRA DO PARÁGRAFO ÚNICO DO ART. 370 DO CPC –  DECRETO EXTINTIVO EM RAZÃO DA PRESCRIÇÃO TRIENAL - APELA O AUTOR SUSTENTANDO APLICAÇÃO DO PRAZO DECENAL –  DESCABIMENTO - SENTENÇA PROFERIDA NA AÇÃO PENAL TRANSITOU EM JULGADO EM 2009 –  AÇÃO CIVIL ""EX DELICTO"" DISTRIBUÍDA EM 2013 -  PRESCRIÇÃO NO MESMO PRAZO DA AÇÃO - SÚMULA 150 DO STF - AÇÃO CIVIL DE INDENIZAÇÃO ""EX DELICTO"" PRESCREVE NO PRAZO TRIENAL - INTELIGÊNCIA DO ART. 206, § 3º, V, DO CC - SUSPENSO O CURSO DO RESPECTIVO PRAZO ENQUANTO O FATO FOR OBJETO DE APURAÇÃO NO JUÍZO CRIMINAL - FLUÊNCIA A PARTIR DA SENTENÇA DEFINITIVA - INTELIGÊNCIA DO ART. 200 DO CC - PRECEDENTE DO STJ –  SENTENÇA MANTIDA –  RECURSO DESPROVIDO.         HONORÁRIOS RECURSAIS –  AUSÊNCIA DE CONTRARRAZÕES - DESCABIMENTO "," - descabimento ",Improcedente,1025460-12.2013.8.26.0100,TJSP
" ASSISTÊNCIA JUDICIÁRIA - CUMPRIMENTO DE SENTENÇA –  IMPUGNAÇÃO - PRETENSÃO DO RECORRENTE DE RECEBER OS HONORÁRIOS QUE LHE FORAM RECONHECIDOS NA AÇÃO PRINCIPAL –  OS ELEMENTOS COLIGIDOS AOS AUTOS NÃO FAZEM PROVA DE QUE DEIXOU DE EXISTIR A SITUAÇÃO DE INSUFICIÊNCIA DE RECURSOS QUE JUSTIFICOU A CONCESSÃO DA GRATUIDADE PROCESSUAL –  INTELIGÊNCIA DO ART. 98, § 3º, DO CPC –  DIANTE DO ACOLHIMENTO DA IMPUGNAÇÃO, É CABÍVEL O ARBITRAMENTO DOS HONORÁRIOS ADVOCATÍCIOS EM BENEFÍCIO DO EXECUTADO (CPC, ART. 85, § 1º) - SENTENÇA MANTIDA –  APELO DESPROVIDO. ",elo desprovido. ,Improcedente,0056026-82.2018.8.26.0100,TJSP
" PLANO DE SAÚDE COLETIVO –  REAJUSTE POR SINISTRALIDADE  - POSSIBILIDADE, EM PRINCÍPIO, DE A OPERADORA PROMOVER REAJUSTES POR SINISTRALIDADE E VARIAÇÃO DOS CUSTOS MÉDICOS HOSPITALARES NO PROPÓSITO DE MANTER O EQUILÍBRIO CONTRATUAL –  CLÁUSULA QUE, EM TESE, NÃO SE REVELA ABUSIVA DESDE QUE JUSTIFICADOS OS RESPECTIVOS PORCENTUAIS –  RÉ QUE SE DESINCUMBIU DO ÔNUS DE COMPROVAR A ORIGEM DOS RESPECTIVOS AUMENTOS - REGRA PREVISTA NO ART. 6º, INCISO VIII DO CDC - PRECEDENTE DESTA 8ª CÂMARA DE DIREITO PRIVADO –  SENTENÇA MANTIDA –  RECURSO DESPROVIDO ",urso desprovido ,Improcedente,1005637-13.2017.8.26.0003,TJSP
" *PRESTAÇÃO DE SERVIÇOS –  TELEFONIA MÓVEL –  DECLARATÓRIA DE NULIDADE DE CLÁUSULA CONTRATUAL c/c INDENIZAÇÃO POR DANO MORAL –  Pretensão á nulificação da cláusula de fidelização e, consequentemente, ao afastamento da multa prevista no contrato pela rescisão antes de alcançado o prazo pactuado - Sentença de improcedência - Inconformismo da autora - Descabimento - Código de Defesa do Consumidor - Inaplicabilidade –  Contrato corporativo - Inexistência de relação de consumo, vez que o serviço era utilizado como insumo à atividade empresarial desenvolvida pela pessoa jurídica - Validade da cláusula de permanência da requerente ao plano contratado pelo prazo de 24 meses - Período contratado de livre e espontânea vontade - Inteligência dos artigos 57 e 59, ambos da Resolução nº 632/2014 da ANATEL - Previsão da multa para a rescisão unilateral antes do decurso do prazo de permanência que é licita, podendo ser exigida pela ré, que age em exercício regular de direito –  Tese de que houve descumprimento contratual por parte da ré, que teria concedido descontos a menor que o pactuado, tornando inexigível a multa, que não se provou, na medida em que há junto à fatura e às respostas prestadas concessão do desconto e também exigência de valores por serviços que restaram consumidos e impagos - Sentença mantida –  Precedentes - Majoração da verba honorária de sucumbência em 5%, a teor do previsto no artigo 85, § 11, do CPC –  Recurso desprovido, nos termos do presente acórdão.* ","1, do cpc –  recurso desprovido, nos termos do presente acórdão.* ",Improcedente,1000966-78.2021.8.26.0011,TJSP
" Embargos de declaração –  Preliminar –  Ilegitimidade recursal da Fazenda Municipal em ações de controle concentrado de constitucionalidade.Embargos declaratórios opostos pelo Prefeito e pela Mesa da Câmara do Município de Salesópolis - Efeito modificativo –  Inexistência dos vícios enumerados no art. 1022 do CPC no Acórdão embargado –  Pretensão à rediscussão de matéria pacificada pelo julgamento proferido –  Fins de prequestionamento - Recurso que não se presta a tal fim –  Precedentes do STJ - Embargos rejeitados. ",gos rejeitados. ,Improcedente,2239148-05.2020.8.26.0000,TJSP
" Embargos de declaração –  Preliminar –  Ilegitimidade recursal da Fazenda Municipal em ações de controle concentrado de constitucionalidade.Embargos declaratórios opostos pelo Prefeito e pela Mesa da Câmara do Município de Salesópolis - Efeito modificativo –  Inexistência dos vícios enumerados no art. 1022 do CPC no Acórdão embargado –  Pretensão à rediscussão de matéria pacificada pelo julgamento proferido –  Fins de prequestionamento - Recurso que não se presta a tal fim –  Precedentes do STJ - Embargos rejeitados. ",gos rejeitados. ,Improcedente,2239148-05.2020.8.26.0000,TJSP
" COOPERATIVA. AÇÃO DE OBRIGAÇÃO DE FAZER,  CUMULADA COM INDENIZAÇÃO POR DANOS MORAIS E MATERIAIS. Legitimidade passiva da corré Cooperativa Serra do Jairé bem configurada. Irrelevância da assunção da carteira de associados pela Cooperativa corré Varanda de Interlagos, a qual não afasta a obrigação da cedente, por ser responsável pelas estipulações contratuais. Cerceamento de defesa inocorrente, pois o Juiz é o destinatário das provas, cabendo-lhe apreciar os pedidos das partes, podendo promover o julgamento do feito no momento em que entender ser o mais propício. Desnecessidade de outras provas, mormente diante da documentação carreada aos autos. Arguição de nulidade da sentença, proferida antes do julgamento da exceção de incompetência. Descabimento. Ausência de prejuízo. Ademais, houve respeito à cláusula de eleição de foro prevista contratualmente. Compromisso de venda e compra envolvendo cooperativa habitacional.  Súmula nº 602 do STJ, a determinar a aplicação das regras do CDC. Cobrança de saldo residual que se mostra indevida, posto que admitida apenas para os típicos negócios cooperativistas, ao passo que o negócio estabelecido entre as partes é regido pelas disposições pertinentes aos contratos de venda e compra, os quais não autorizam a cobrança de débito não previsto expressamente no contrato. Situação de extrema desvantagem ao consumidor. Indispensável que haja clara e precisa identificação do valor pago pelo adquirente, sem discriminação indeterminada ou variável, a critério exclusivo da vendedora, o que incorreria em prática vedada pelo artigo 51, inciso X, do CDC.  Imóvel cujo preço foi quitado em dezembro de 2008. Abusividade caracterizada. Atraso na entrega do apartamento incontroverso e injustificado. Comprador/associado não pode ficar aguardando indefinidamente a finalização integral do empreendimento. É cabível a indenização por danos morais, quando o atraso na entrega do imóvel acaba por frustrar a realização do direito social à moradia. Valor fixado que atende aos critérios de razoabilidade e proporcionalidade, ao mesmo tempo em que atua como forma de desestimular a conduta do ofensor, sem traduzir em fonte de enriquecimento sem causa.  Procedência bem decretada. Sentença mantida. RECURSO IMPROVIDO.  ",rso improvido.  ,Improcedente,1025165-41.2014.8.26.0002,TJSP
