Summary,Text,Class,Identifier,Court
" EMBARGOS À EXECUÇÃO –  TÍTULO EXECUTIVO JUDICIAL - INADEQUAÇÃO DA VIA ELEITA - EM SE TRATANDO DE CUMPRIMENTO DE SENTENÇA, A FORMA LEGALMENTE PREVISTA PARA OPOSIÇÃO ERA O INCIDENTE DE IMPUGNAÇÃO AO CUMPRIMENTO DE SENTENÇA –  INTELIGÊNCIA DO ART. 525 DO CPC –  EMBARGOS À EXECUÇÃO RESERVADOS PARA OS TÍTULOS EXECUTIVOS EXTRAJUDICIAIS –  ERRO GROSSEIRO QUE INVIABILIZA A APLICAÇÃO DO PRINCÍPIO DA FUNGIBILIDADE –  PRECEDENTES –  EMBARGOS QUE DEVEM SER EXTINTOS SEM JULGAMENTO DO MÉRITO - SENTENÇA REFORMADA –  RECURSO PROVIDO ",recurso provido ,Procedente,1012826-54.2018.8.26.0020,TJSP
" AÇÃO DIRETA DE INCONSTITUCIONALIDADE. Arguição em face do artigo 1º da Lei nº 6.951 de 14 de dezembro de 2020 do Município de Birigui –  SP, que condicionou a nomeação do chefe da autarquia previdenciária municipal à concordância da maioria absoluta dos vereadores que compõem a Câmara Municipal.Condicionar a nomeação do chefe da autarquia previdenciária municipal à concordância da maioria absoluta dos vereadores que compõem a Câmara Municipal viola o princípio da separação dos poderes e o disposto no art. 47, VII, da Constituição Estadual, aplicável aos municípios por força do art. 144 do mesmo diploma legal. Precedente recente do STF em hipótese análoga.Ação procedente. ",ão procedente. ,Procedente,2069634-20.2021.8.26.0000,TJSP
" Ação direta de inconstitucionalidade -Lei Municipal nº 2.804, de 09 de março de 2021, que ""instituiu como essenciais para a saúde da população, as atividades e serviços relacionados à educação física"", abrandando a quarentena em relação às atividades físicas em academias de musculação, ginástica, natação, hidroginástica, artes marciais e demais modalidades esportivas - Abrandamento das restrições impostas pelo Plano São Paulo - Descabimento - Inexistência de lacuna nas normas federais e estaduais que previram medidas de regulamentação das atividades e serviços não essenciais durante a pandemia do coronavírus - Município que, no exercício da competência concorrente sobre a matéria, poderia apenas legislar de forma suplementar, sem abrandar nem contrariar os limites impostos pela legislação geral - Precedentes deste C. Órgão Especial e do E. STF - Ação procedente, com interpretação conforme. ","pecial e do e. stf - ação procedente, com interpretação conforme. ",Procedente,2051219-86.2021.8.26.0000,TJSP
" EMBARGOS À EXECUÇÃO. CONDOMÍNIO. Cobrança de taxas mensais. Sentença que acolheu os embargos à execução. Apelação do condomínio credor.1. Valor do preparo recursal. Recolhimento a menor. Valor irrisório. Preponderância da função pública desempenhada pela jurisdição. Precedentes. Recurso conhecido. Intimação da apelante para efetuar o pagamento complementar das custas de preparo em 15 (quinze) dias, sob pena de inscrição na dívida ativa.2. Mérito. Caso concreto que difere da tese firmada em regime de recursos repetitivos no REsp nº 1.280.871/SP. Exequente que é condomínio, e não de associação de moradores. Constituição em assembleia ocorrida em 19/09/2017, ocasião na qual se aprovou a convenção condominial e o rateio de despesas para os beneficiários. Ausência de registro da convenção de condomínio que não obsta a cobrança em caráter executivo. Súmula nº 260 do E. STJ. Obrigação da embargante de suportar os encargos comuns, sob pena de caracterização de enriquecimento indevido. Sentença reformada, com a inversão dos ônus de sucumbência. Pedido de minoração dos honorários advocatícios prejudicado.3. Recurso provido. ",ecurso provido. ,Procedente,1035706-03.2019.8.26.0506,TJSP
" TRIBUTÁRIO –  APELAÇÃO – EXECUÇÃO FISCAL –  IPTU –  EXERCÍCIOS DE 2012 E 2014 A 2016 –  MUNICÍPIO DE ASSIS –  Acordo de parcelamento celebrado após o ajuizamento da execução fiscal –  Extinção da ação –  Impossibilidade –  Parcelamento que não acarreta a extinção da execução fiscal, mas sua suspensão até a extinção do débito pelo pagamento (art. 156, inciso I, CTN) –  Caso o parcelamento não seja cumprido integralmente, pode-se dar continuidade à execução pelo saldo remanescente –  Precedentes do STJ e desta C. Câmara –  Sentença reformada –  Recurso provido. ",ecurso provido. ,Procedente,1502227-49.2017.8.26.0047,TJSP
" TRIBUTÁRIO –  APELAÇÃO –  EMBARGOS DE TERCEIRO –  MUNICÍPIO DE CARAPICUÍBA –  FRAUDE À EXECUÇÃO –  OCORRÊNCIA. Alienação de veículo após a inscrição do débito em dívida ativa –  Fraude à execução caracterizada –  Desnecessidade de prévio registro da penhora –  Inaplicabilidade da Súmula 375 do Superior Tribunal de Justiça –  Inteligência do art. 185 do Código Tributário Nacional –  Recurso Especial Representativo de Controvérsia nº 1.141.990/PR –  Alegação de boa-fé do adquirente que não afasta a aplicação do referido dispositivo –  Sucumbência invertida.Sentença reformada –  Recurso provido. ",ecurso provido. ,Procedente,1003318-92.2020.8.26.0318,TJSP
" TRIBUTÁRIO - AGRAVO DE INSTRUMENTO –  MUNICÍPIO DE MIRANTE DO PARANAPANEMA. Decisão que determinou a suspensão da execução fiscal pelo prazo de 60 (sessenta) dias para que o Município providenciasse a notificação administrativa do devedor para pagamento do débito –  Recurso interposto pelo Município.DA PRÉVIA NOTIFICAÇÃO ADMINISTRATIVA DO DÉBITO  –  Para o ajuizamento da execução fiscal, a certidão de dívida ativa deve atender aos requisitos previstos no artigo 202 do Código Tributário Nacional, artigo 2º, §5º, e artigo 6º, ambos da Lei Federal 6.830/80, sendo desnecessária a prévia notificação do devedor para instá-lo ao pagamento ou parcelamento administrativo do débito –  O C. Superior Tribunal de Justiça já consignou, em recurso repetitivo, que a remessa do carnê de pagamento do IPTU ao endereço do contribuinte é ato suficiente para a notificação do lançamento tributário –  O mesmo Superior Tribunal de Justiça, também em julgado submetido à sistemática do art. 543-C do Código de Processo Civil de 1973, decidiu que o ônus da prova quanto à ausência de notificação de tributos lançados de ofício é do contribuinte, e não do Fisco –  Entendimento que exige a produção de prova negativa pelo contribuinte, o que não se mostra razoável –  Adoção dessa interpretação, contudo, que se impõe, considerando-se a orientação firmada na corte superior e os princípios da razoável duração do processo e da economia processual –  Assim, inexistindo norma legal que imponha ao Município a obrigação de notificar extrajudicialmente o executado para pagamento ou parcelamento do débito, bem como havendo presunção de efetiva e regular notificação do devedor sobre o lançamento com o envio do carnê de cobrança do tributo, não há óbice para o recebimento da petição inicial e  regular prosseguimento da execução fiscal –  Precedentes desta C. Câmara em casos análogos, inclusive da mesma comarca.Decisão reformada - Recurso provido. ",ecurso provido. ,Procedente,2165712-76.2021.8.26.0000,TJSP
" TRIBUTÁRIO - AGRAVO DE INSTRUMENTO –  MUNICÍPIO DE MIRANTE DO PARANAPANEMA. Decisão que determinou a suspensão da execução fiscal pelo prazo de 60 (sessenta) dias para que o Município providenciasse a notificação administrativa do devedor para pagamento do débito –  Recurso interposto pelo Município.DA PRÉVIA NOTIFICAÇÃO ADMINISTRATIVA DO DÉBITO  –  Para o ajuizamento da execução fiscal, a certidão de dívida ativa deve atender aos requisitos previstos no artigo 202 do Código Tributário Nacional, artigo 2º, §5º, e artigo 6º, ambos da Lei Federal 6.830/80, sendo desnecessária a prévia notificação do devedor para instá-lo ao pagamento ou parcelamento administrativo do débito –  O C. Superior Tribunal de Justiça já consignou, em recurso repetitivo, que a remessa do carnê de pagamento do IPTU ao endereço do contribuinte é ato suficiente para a notificação do lançamento tributário –  O mesmo Superior Tribunal de Justiça, também em julgado submetido à sistemática do art. 543-C do Código de Processo Civil de 1973, decidiu que o ônus da prova quanto à ausência de notificação de tributos lançados de ofício é do contribuinte, e não do Fisco –  Entendimento que exige a produção de prova negativa pelo contribuinte, o que não se mostra razoável –  Adoção dessa interpretação, contudo, que se impõe, considerando-se a orientação firmada na corte superior e os princípios da razoável duração do processo e da economia processual –  Assim, inexistindo norma legal que imponha ao Município a obrigação de notificar extrajudicialmente o executado para pagamento ou parcelamento do débito, bem como havendo presunção de efetiva e regular notificação do devedor sobre o lançamento com o envio do carnê de cobrança do tributo, não há óbice para o recebimento da petição inicial e  regular prosseguimento da execução fiscal –  Precedentes desta C. Câmara em casos análogos, inclusive da mesma comarca.Decisão reformada - Recurso provido. ",ecurso provido. ,Procedente,2165706-69.2021.8.26.0000,TJSP
" TRIBUTÁRIO –  AGRAVO DE INSTRUMENTO –  EXECUÇÃO FISCAL –  IPTU - EXERCÍCIO DE 2012 –  MUNICÍPIO DE SÃO SEBASTIÃO. Decisão que deferiu o pedido de penhora do imóvel sobre o qual incide a cobrança do IPTU. Recurso interposto pelo Município.PENHORA DO IMÓVEL –  IMPOSSIBILIDADE –  Nos termos do artigo 1.245 do Código Civil, a propriedade se transfere mediante o registro do título translativo no Registro de Imóveis –  Imóvel que não pertence ao executado –  Matrícula em nome de terceiros –  Precedentes desta C. Câmara em situações análogas –  Decisão reformada –  Recurso provido. ",ecurso provido. ,Procedente,2162311-69.2021.8.26.0000,TJSP
" EMBARGOS DE DECLARAÇÃO –  Acórdão que negou provimento ao agravo de instrumento interposto pelo embargado, mantendo sua condenação ao pagamento de honorários advocatícios fixados em fase de cumprimento de sentença –  Alegação de omissão no acórdão, que deixou de majorar os honorários advocatícios fixados pelo Juízo de Primeiro Grau, em atenção ao disposto no art. 85, § 11, do CPC –  Omissão verificada –  Acórdão corrigido, para majorar o valor dos honorários advocatícios devidos pelo embargado para o equivalente a 20% do valor executado –  Embargos de declaração acolhidos, com efeitos modificativos. ","o –  embargos de declaração acolhidos, com efeitos modificativos. ",Procedente,2039230-83.2021.8.26.0000,TJSP
" Conflito de Competência –  Ação de obrigação de fazer com pedido indenizatório ajuizada em face da Companhia de Desenvolvimento Habitacional e Urbano do Estado de São Paulo –  CDHU e do Município de Nova Aliança –  Autores que objetivam a execução de obras na rede de captação de águas pluviais, a fim de que cessem as inundações que vêm ocorrendo em seu imóvel, além da condenação dos réus ao pagamento de indenização por dano moral –  Matéria inserida na competência preferencial das 1.ª a 13.ª Câmaras de Direito Público, nos termos do artigo 3.º, Item I.7, da Resolução n.º 623/2013 deste Órgão Especial –  Competência recursal firmada pelos termos do pedido inicial, em conformidade com o disposto no artigo 103 do Regimento Interno desta Corte –  Controvérsia que não envolve vícios construtivos no imóvel nem decorre propriamente do contrato de venda e compra da unidade habitacional –  Pedido que recai sobre a infraestrutura urbana de captação de águas pluviais, envolvendo a prestação de serviço público –  Precedente deste Órgão Especial –  Conflito conhecido para fixar a competência da C. 5.ª Câmara de Direito Público. "," resolução n.º 623/2013 deste órgão especial –  competência recursal firmada pelos termos do pedido inicial, em conformidade com o disposto no artigo 103 do regimento interno desta corte –  controvérsia que não envolve vícios construtivos no imóvel nem decorre propriamente do contrato de venda e compra da unidade habitacional –  pedido que recai sobre a infraestrutura urbana de captação de águas pluviais, envolvendo a prestação de serviço público –  precedente deste órgão especial –  conflito conhecido para fixar a competência da c. 5.ª câmara de direito público. ",Procedente,0036176-46.2021.8.26.0000,TJSP
" AÇÃO DIRETA DE INCONSTITUCIONALIDADE –  Lei nº 13.736, de 07 de junho de 2021, do Município de São José do Rio Preto, de iniciativa parlamentar, que ""dispõe sobre a introdução de texto informativo nas faturas do SeMAE sobre poda e supressão de árvores"" –  Invasão de competência privativa do Poder Executivo - Artigos 5º, 24, parágrafo 2º, '2', 47, incisos II, XIV e XIX e 144 da Constituição do Estado de São Paulo –  Violação à separação de poderes –  A obrigatoriedade de inserção de textos nas faturas do SeMAE, quatro vezes ao ano, caracteriza ingerência na gestão administrativa, invadindo competência reservada ao Chefe do Executivo Municipal –  Inconstitucionalidade que se declara da Lei nº 13.736, de 07 de junho de 2021, do Município de São José do Rio Preto –  AÇÃO JULGADA PROCEDENTE. ",ada procedente. ,Procedente,2139725-38.2021.8.26.0000,TJSP
" Execução de título extrajudicial –  Citação por edital –  Defesa apresentada por Curador Especial –  Nulidade de citação –  Tentativas frustradas de citação por correio, que exigem nova diligência através de oficial de justiça (artigo 249 do CPC) –  Ausente requisição de informações sobre endereço nos cadastros de concessionárias de serviços públicos, conforme previsto no artigo 256, §3º, do CPC –  Necessidade de esgotamento de todas as diligências possíveis, na tentativa de localização dos executados –  Direito ao contraditório e à ampla defesa –  Nulidade reconhecida –  Sentença anulada.Recurso provido, com determinação. ","conhecida –  sentença anulada.recurso provido, com determinação. ",Procedente,1000736-24.2021.8.26.0597,TJSP
" Consignação em pagamento –  Mútuo financeiro em pacto de compra e venda com alienação fiduciária de imóvel –  Lei nº 9.514/97 –  Ausência de requisitos relativos ao objeto, modo e tempo –  Artigo 336 do Código Civil –  Prova da recusa do credor em receber o pagamento –  Artigo 335, I, do Código Civil –  Inexistência –  Ônus da prova pelos autores –  Artigo 373, I, do CPC –  Não superação –  Inexistência de prova eficiente de desvio ilicito praticado pela outra parte contratual –  Levantamento de valores depositados pelo credor –  Comportamento não contraditório com o fundamento de defesa –  Reconhecimento –  Vínculo obrigacional entre as partes que permanece íntegro –  Enunciado 61 do Fórum Permanente de Processualistas Civis –  Ação improcedente –  Artigo 487, I, do CPC –  Sucumbência revertida.Recurso provido. ",ecurso provido. ,Procedente,1003228-46.2020.8.26.0266,TJSP
" EMBARGOS DE DECLARAÇÃO – Alegação de obscuridade e julgamento ultra petita ao extinguir-se incidente de cumprimento provisório com base na pendência de apelo dotado de efeito suspensivo – Manifesto inconformismo com o resultado do julgamento – Pretensão de atribuição de efeito modificativo ao recurso – Não cabimento – Questões suscitadas nas razões de recurso devidamente apreciadas no acórdão embargado – Correção de ofício, entretanto, de erro material no número do processo de conhecimento referido na fundamentação – Embargos rejeitados e erro material corrigido de ofício, sem modificação do resultado.   ","erro material corrigido de ofício, sem modificação do resultado.   ",Procedente,2129128-10.2021.8.26.0000,TJSP
" APELAÇÃO CÍVEL –  RESPONSABILIDADE CIVIL –  ACIDENTE DE TRÂNSITO –  Ação regressiva por sub-rogação da seguradora –  Colisão com o veículo segurado –  Cobertura do sinistro pela seguradora –  Sentença que julgou improcedente o pedido –  Inconformismo da autora –  Cabimento –  Cerceamento de defesa caracterizado –  Entendimento pacífico do C. STJ –  Não obstante o oportuno requerimento de prova oral pela autora, a sua produção não foi deferida pelo Juízo de primeira instância –  Controvérsia quanto à dinâmica do acidente e à distribuição da culpa –  Matéria predominantemente fática, sendo imprescindível a produção de outras provas, sobretudo, a testemunhal, para o completo conhecimento da dinâmica do acidente, sob pena de se violar a garantia constitucional do devido processo legal –  Sentença anulada –  Recurso provido. ",ecurso provido. ,Procedente,1018003-45.2016.8.26.0577,TJSP
" APELAÇÃO CÍVEL – Exibição de documentos - Honorários Advocatícios – Sentença de procedência – Inconformismo dos patronos da parte autora a respeito da fixação dos honorários advocatícios no patamar de R$300,00 (trezentos reais) – Pretensão à fixação em valor não inferior a R$1.000,00 (um mil reais) - Cabimento – Afastada a preliminar da apelada em contrarrazões acerca da ausência de preparo diante do recolhimento da verba - Honorários advocatícios majorados para R$1.000,00 (um mil reais) de acordo com o art. 85, §§ 2º e 8º, do CPC – Recurso provido. ",ecurso provido. ,Procedente,1114499-78.2017.8.26.0100,TJSP
" APELAÇÃO CÍVEL –  AÇÃO REGRESSIVA –  Sub-rogação da seguradora –  Prestação de serviços de energia elétrica –  Oscilação de tensão na rede elétrica administrada pela ré que teria ensejado danos em equipamentos eletroeletrônicos do segurado –  Cobertura do sinistro pela seguradora –  Sentença de procedência –  Inconformismo da ré –  Cabimento –  Preliminar afastada, desnecessário o esgotamento da via administrativa –  No mérito, ausência de verossimilhança nas alegações da apelada, porquanto o laudo por ela apresentado foi produzido de forma unilateral, sem o crivo do contraditório –  Em que pese a admissibilidade da inversão do ônus da prova na hipótese, a sua realização se tornou impossível após a intervenção da autora nos equipamentos danificados –  Ausência de prova cabal do nexo de causalidade entre o dano e a conduta da ré –  Sentença reformada para julgar improcedente o pedido inicial –  Recurso provido.  ",curso provido.  ,Procedente,1000675-81.2020.8.26.0474,TJSP
" APELAÇÃO CÍVEL – Mandato – Sentença de procedência da ação de exigir contas, homologando-se o cálculo do autor diante da não prestação na forma adequada pelos réus – Inconformismo dos demandados – Cabimento – Nulidade processual – Corréus citados por hora certa na primeira fase – Apresentação de defesa, pela Defensoria, apenas em favor de um deles – Sentença proferida que também ignora o litisconsórcio passivo – Segunda fase, intitulada indevidamente de cumprimento de sentença – Apresentação das contas pelos corréus, com arguição da nulidade – Rejeição das contas com acolhimento daquelas oferecidas pela parte autora e sobre o qual não houve oportunidade para os corréus se manifestarem – Não observância dos artigos 550 e seguintes do CPC – Ofensa ao contraditório e ampla defesa desde a primeira fase – Nulidade absoluta que admite reconhecimento em qualquer fase e grau de jurisdição – Processo anulado a fim de que a parte corré possa apresentar defesa na primeira fase, prosseguindo-se na forma da legislação processual – Recurso provido.  ",curso provido.  ,Procedente,0008758-61.2019.8.26.0564,TJSP
" APELAÇÃO –  Energia Elétrica –  Ação de regresso proposta por seguradora em face da prestadora do serviço –  Sentença de procedência –  Inconformismo da ré –  Cabimento –  Preliminares de cerceamento de defesa, por ausência de prova oral; falta de interesse de agir, por ausência de reclamação administrativa e ilegitimidade passiva afastadas - Ausência de prova do nexo causal –  Documentos e laudos unilaterais não se prestam a comprovar o alegado –  Perícia não realizada porque os aparelhos danificados não foram preservados –  Sentença modificada –  Recurso provido.  ",curso provido.  ,Procedente,1001874-33.2020.8.26.0218,TJSP
" APELAÇÃO CÍVEL –  AÇÃO REGRESSIVA – Sub-rogação da seguradora –  Prestação de serviços de energia elétrica –  Oscilação de tensão na rede elétrica administrada pela ré que teria ensejado danos em equipamentos eletroeletrônicos do segurado –  Cobertura do sinistro pela seguradora –  Sentença de procedência –  Inconformismo da ré –  Cabimento –  Ausência de verossimilhança nas alegações da apelada, porquanto o laudo por ela apresentado foi produzido de forma unilateral –  Em que pese a admissibilidade da inversão do ônus da prova na hipótese, a sua realização se tornou impossível após a intervenção da autora nos equipamentos danificados –  Ausência de prova cabal do nexo de causalidade entre o dano e a conduta da ré –  Sentença reformada para julgar improcedente o pedido inicial –  Recurso provido. ",ecurso provido. ,Procedente,1000230-59.2020.8.26.0346,TJSP
" APELAÇÃO CÍVEL – Acidente de trânsito – Ação regressiva por sub-rogação da seguradora – Colisão com o veículo segurado – Cobertura do sinistro pela seguradora – Sentença que julgou procedente o pedido, em parte, para impor aos réus ressarcirem metade dos prejuízos, por divisar culpa concorrente de terceiro – Inconformismo da autora – Cabimento – Colisão traseira – Culpa presumida daquele que trafega atrás – Condutor do veículo dos réus que não agiu com a diligência necessária, pois não guardou a distância de segurança em relação aos demais veículos, como determinam os artigos 28 e 29, inciso II, do Código de Trânsito Brasileiro – Presunção não elidida – Entendimento do STJ e precedentes desta Corte – Freada brusca do terceiro à frente – Fato destituído do condão de caracterizar a culpa concorrente - Culpa do motorista da ré caracterizada – Nexo de causalidade demonstrado – Dever dos réus de indenizar por inteiro os prejuízos causados – Sentença reformada para julgar procedente a demanda – Recurso provido. ",ecurso provido. ,Procedente,0004855-03.2014.8.26.0270,TJSP
