Summary,Text,Class,Identifier,Court
" APELAÇÃO –  AÇÃO DE REVISÃO CONTRATUAL –  CONTRATOS BANCÁRIOS –  Empréstimos pessoais –  Sentença de  procedência –  Apelo do réu –  Onerosidade excessiva no percentual da taxa de juros –  Ocorrência - Verificada a disparidade entre a taxa cobrada pela Instituição Financeira e àquela praticada pelo mercado –  Devolução simples devida –  Compensação permitida, em caso de eventual saldo devedor - Sentença pontualmente reformada - RECURSO PROVIDO EM PARTE. ",ovido em parte. ,Parcial Procedente,1014592-74.2020.8.26.0602,TJSP
" APELAÇÃO –  Ação anulatória de débito fiscal –  Sentença de procedência que reduziu o valor do tributo devido, diminui o valor da multa, alterou o índice de cálculo dos juros de mora –  Irresignação da Fazenda Pública estadual –  Relativamente ao montante do tributo devido, a autuação da contribuinte se deu em razão de violação ao art. 67, inciso II, do Decreto Estadual nº 45.490/2000 (não realização de correto estorno) –  A análise do débito exigiu realização de prova pericial que corretamente fundamento a sentença –  Laudo pericial que não realiza valoração jurídica a respeito da adequação ou não dos estornos de crédito realizados, mas que, em seu exame técnico que levou em consideração os documentos contábeis apresentados –  Ademais, os argumentos apresentados pela apelante não contrastam, sob nenhuma hipótese, o valor alcançado –  Multa aplicada que pode atingir o limite de 100% (cem por cento) do valor do tributo, conforme entendimento do Supremo Tribunal Federal, montante acima do qual configuraria violação ao princípio de vedação ao confisco –  Honorários advocatícios –  Valor do proveito econômico que deve levar em consideração a redução do débito promovida no âmbito administrativo –  Reforma parcial da sentença para que: (i) o valor da multa imposta possa alcançar o montante de 100% (cem por cento) do tributo devido; e (ii) o proveito econômico utilizado como base de cálculo para os honorários advocatícios devidos em favor dos patronos da autora sejam a diferença entre o valor inicialmente devido e aquele alcançado pela sentença –  Parcial provimento do recurso interposto. ",ançado pela sentença –  parcial provimento do recurso interposto. ,Parcial Procedente,1000182-20.2018.8.26.0072,TJSP
" APELAÇÃO –  Ação indenizatória –  Pedido de pagamento de indenização pela ocorrência de danos materiais, morais e estéticos em face de concessionária –  Acidente de trânsito ocorrido na Via Dutra –  Veículo estacionado na faixa de rolamento –  Sentença de parcial procedência –  Irresignação da parte ré –  Aplicação da teoria objetiva da responsabilidade civil, nos termos do art. 37, § 6º, da CF e arts. 14, ""caput"" e 22, ""caput"" e § único, do CDC –  Precedente do STJ –  Conjunto probatório que trata de demonstrar o nexo de causalidade entre o dano sofrido e conduta da ré –  Possibilidade de responsabilização civil da ré –  Danos materiais –  Perícia médica constatou incapacidade laborativa parcial e permanente –  Possibilidade de instituição de pensão, nos moldes do art. 950, CC/02 –  Correção monetária na forma da tabela prática deste Corte, vedada a utilização do salário mínimo para esta finalidade –  Danos morais e estéticos - Quantum indenizatório arbitrado que se encontra em conformidade com o caráter compensatório e punitivo da indenização - Correção monetária remonta à data do arbitramento realizado (Súmula 362 do STJ), que correspondente à publicação da sentença recorrida, e os juros moratórios fluirão do evento danoso (Súmula 54 do STJ) –  Honorários sucumbenciais que devem ser reduzidos e fixados por apreciação equitativa, conforme autoriza o art. 85, §8º, CPC/15 –  Reforma parcial da sentença - Parcial provimento do recurso interposto para (i) alterar o índice de correção monetária da indenização por danos materiais fixada; e (ii) reduzir o valor arbitrado a título de honorários advocatícios sucumbenciais. ","a na forma da tabela prática deste corte, vedada a utilização do salário mínimo para esta finalidade –  danos morais e estéticos - quantum indenizatório arbitrado que se encontra em conformidade com o caráter compensatório e punitivo da indenização - correção monetária remonta à data do arbitramento realizado (súmula 362 do stj), que correspondente à publicação da sentença recorrida, e os juros moratórios fluirão do evento danoso (súmula 54 do stj) –  honorários sucumbenciais que devem ser reduzidos e fixados por apreciação equitativa, conforme autoriza o art. 85, §8º, cpc/15 –  reforma parcial da sentença - parcial provimento do recurso interposto para (i) alterar o índice de correção monetária da indenização por danos materiais fixada; e (ii) reduzir o valor arbitrado a título de honorários advocatícios sucumbenciais. ",Parcial Procedente,0014641-57.2013.8.26.0577,TJSP
" AÇÃO DE COBRANÇA. CUMPRIMENTO DE SENTENÇA. - Pedido de suspensão e recolhimento de passaporte do executado. Medida não assegura o adimplemento do débito e viola flagrantemente direitos constitucionais do executado. Indeferimento mantido.- Bloqueio de cartões de crédito do devedor. Possibilidade. Relação direta com o processo executivo, mormente porque não pode o agravado se esquivar do dever de adimplir sua obrigação no Brasil, para quitar despesas no exterior. Decisão reformada.RECURSO PARCIALMENTE PROVIDO. ",lmente provido. ,Parcial Procedente,2045817-24.2021.8.26.0000,TJSP
" AÇÃO ORDINÁRIA –  Danos materiais e morais - Contrato de prestação de serviços educacionais –  Recusa das rés no cumprimento do contrato firmado com a autora, qual seja, de pagar as prestações do financiamento estudantil –  Irrazoabilidade –  Prova dos autos que demonstra o integral cumprimento das obrigações assumidas pela autora - Alegação de descumprimento da cláusula contratual relativa à realização de trabalhos voluntários que não se sustenta, na medida em que a autora trouxe aos autos comprovação do cumprimento de contrapartida social realizadas durante todo o período do curso - Pagamento da amortização dos juros do FIES que também restou comprovado –  Currículo escolar da aluna que demonstra que somente em uma das matérias sua média foi 6,0 (seis), e nas demais todas superiores a 7,0 (sete) - Autora dispensada pela faculdade de prestar o Enade, conforme consta expressamente em seu currículo escolar - Dano moral configurado - Indevida inscrição do nome da autora nos órgãos de proteção ao crédito - Dano ""in re ipsa"" –  Fixação da reparação moral em dez mil reais, com os consectários de estilo –  Honorária de sucumbência fixada em 20% sobre o valor corrigido da condenação, na esteira do disposto nos §§ 2º e 11, ambos do art. 85, do CPC –  Recurso provido, em parte, para julgar a ação procedente, em parte. ","ente, em parte. ",Parcial Procedente,1026933-66.2019.8.26.0506,TJSP
" EMBARGOS DE DECLARAÇÃO. Oposição contra v. aresto que negou provimento a Apelação Cível interposta contra sentença que denegou segurança. Concurso público. Vaga de Pesquisador junto ao CPQBA da Unicamp Impetração por candidata pleiteando a anulação de ato que  considera ilegal, consistente em anulação de Concurso Público. Acolhimento. Recursos administrativos de outras candidatas apreciados pelo órgão indicado no Edital que invalidou o concurso. Todavia, os recursos pleiteavam  a anulação das questões 2, 3 e 5. Ata da 337ª Sessão da Câmara de Ensino, Pesquisa e Extensão do Conselho Universitário da Universidade Estadual de Campinas, cujo Magnífico Reitor submeteu à votação recurso contra a prova escrita, para invalidar o concurso, aprovado por votação majoritária. Ainda que na Ata tenha sido registrado debate sobre a possibilidade da não homologação do recurso, no documento deveria haver a fundamentação a respeito dos motivos pelos quais a discussão sobre a anulação das três questões (ou alguma delas) levou a ato mais abrangente, que culminou com a invalidação de todo o concurso. Acolhimento dos embargos para que o recurso de apelação seja provido em parte para conceder a segurança e anular o ato da autoridade coatora que invalidou o certame a e determinar o prosseguimento do concurso, com a análise dos recursos administrativos limitados aos pedidos de anulação das questões 2, 3 e 5. Embargos acolhidos em parte. ",hidos em parte. ,Parcial Procedente,1051462-98.2018.8.26.0114,TJSP
" AÇÃO ANULATÓRIA DE TARIFA BANCÁRIA C. C. REPETIÇÃO DE INDÉBITO EM DOBRO E INDENIZAÇÃO POR DANO MORAL –  SENTENÇA DE PROCEDÊNCIA - APELAÇÕES DAS PARTES–  Tarifa de manutenção de conta - Decisão que declarou a ilegalidade da cobrança - Insurgência do réu - Descabimento - Ausência de prova da contratação - Autora que recebe proventos de aposentadoria e tem direito à abertura de conta corrente isenta de taxa de manutenção - Sentença mantida.–  Danos morais - Ausente a publicidade, a simples cobrança não gera indenização por danos morais, por não causar dano à imagem ou à honra do indivíduo - Restituição dobrada que já se constitui em punição suficiente para reparar o dano causado - Sentença parcialmente reformada.- Juros moratórios - Matéria de ordem pública cognoscível a qualquer tempo e grau de jurisdição, independente de insurgência das partes - Aplicação do entendimento exarado, no regime de recursos repetitivos, nos Recursos Especiais 1.111.117/PR, 1.111.118/PR e 1.111.119/PR - Incidência da taxa SELIC, por ser aquela prevista no art. 406 do CC - Correção de ofício.Recurso parcialmente provido, com correção, de ofício, da aplicação dos juros e correção monetária. ","ivíduo - restituição dobrada que já se constitui em punição suficiente para reparar o dano causado - sentença parcialmente reformada.- juros moratórios - matéria de ordem pública cognoscível a qualquer tempo e grau de jurisdição, independente de insurgência das partes - aplicação do entendimento exarado, no regime de recursos repetitivos, nos recursos especiais 1.111.117/pr, 1.111.118/pr e 1.111.119/pr - incidência da taxa selic, por ser aquela prevista no art. 406 do cc - correção de ofício.recurso parcialmente provido, com correção, de ofício, da aplicação dos juros e correção monetária. ",Parcial Procedente,1000257-80.2021.8.26.0128,TJSP
" AÇÃO DECLARATÓRIA DE INEXISTÊNCIA DE RELAÇÃO JURÍDICA C.C. INDENIZAÇÃO –  CONTRATO DE CARTÃO DE CRÉDITO CONSIGNADO NÃO RECONHECIDO PELO CLIENTE –  ASSINATURA FALSA - FRAUDE –  SENTENÇA DE PROCEDÊNCIA –  APELAÇÃO DO RÉU- Contratação de cartão de crédito consignado não reconhecida pelo cliente –  Cabe ao banco a prova da regularidade da transação –  Inteligência do art. 6º, VIII, do CDC –  Aplicação das Súmulas 297 e 479 do STJ –  A perícia grafotécnica realizada no contrato concluiu que a assinatura é falsa –  Correta a condenação do réu ao pagamento de indenização por dano moral –  Sentença mantida nessa parte.- Pedido de redução do valor da indenização por dano moral, fixada em R$ 10.000,00 - Não cabimento -Quantum que se mostra adequado e atende aos requisitos da razoabilidade e proporcionalidade, cumprindo com os propósitos de reparação, punição e desestímulo à prática de novos atos ilícitos, sem gerar enriquecimento da parte lesada - Sentença mantida nessa parte. - Sentença que determinou a restituição em dobro dos valores descontados do benefício previdenciário do autor, nos termos do art. 42, parágrafo único, do CDC –  Impossibilidade –  Ausência de má-fé do banco –  Precedente desta Câmara –  Restituição que deve ocorrer de forma simples - Sentença reformada nessa parte.Recurso parcialmente provido.  ",mente provido.  ,Parcial Procedente,1038405-35.2017.8.26.0506,TJSP
" AÇÃO DE OBRIGAÇÃO DE FAZER C.C. PEDIDO DE DANOS MORAIS –  FINANCIAMENTO DE MOTOCICLETA –  SENTENÇA DE IMPROCEDÊNCIA –  APELAÇÃO DO AUTOR- O CDC é aplicável aos contratos bancários (Súmula 297 do STJ), mas a sua incidência não resulta na automática desvalia das cláusulas do contrato de adesão – Sentença mantida.–  O autor alega que a taxa de juros contratada foi de 1,91% ao mês, mas que o valor efetivamente cobrado foi maior –  Confusão entre a taxa de juros remuneratórios e o Custo Efetivo Total (CET) do contrato, que é de 2,71% ao mês –  Irresignação que não se sustenta –  Sentença mantida.- Tarifa de registro de contrato –  Tese firmada pelo STJ quando do julgamento do REsp 1.578.553/SP –  Tema 958 –  ""Validade da cláusula que prevê o ressarcimento da despesa com o registro do contrato, ressalvada a abusividade da cobrança do serviço não efetivamente prestado e a possibilidade de controle da onerosidade excessiva em cada caso"" –  Na espécie, não houve a comprovação da prestação do serviço –  Cobrança afastada –  Sentença reformada.- Seguro ""CDC Protegido Moto Com Desemprego"" –  Tese firmada pelo STJ quando do julgamento do REsp 1.639.320 –  Tema 972 –  ""Nos contratos bancários em geral, o consumidor não pode ser compelido a contratar seguro com a instituição financeira ou com seguradora por ela indicada"" –  Sentença reformada.- Repetição em dobro da quantia paga em excesso - Impossibilidade - Encargos previstos em contrato livremente aceito, cujas cláusulas posteriormente foram revistas judicialmente –  Devolução que deve ser efetuada de forma simples –  Sentença mantida.Recurso parcialmente provido. ",lmente provido. ,Parcial Procedente,1005032-43.2020.8.26.0268,TJSP
" Prestação de serviços - Fornecimento de energia elétrica - Ação regressiva de reparação de danos materiais - Demanda de seguradora subrrogada nos direitos de segurados, em face de concessionária de serviço público - Sentença de improcedência - Recurso da autora –  Parcial reforma do julgado - Cabimento –  Existência de prova parcial em torno da queima dos equipamentos eletroeletrônicos, ocasionada por oscilação na rede de distribuição de energia elétrica - Responsabilidade objetiva presente - Inteligência do art. 37, §6º, da CF, e do art. 22, do CDC - Fortuito interno - Suficiência quanto à demonstração do dano e do nexo de causalidade - Indenização parcialmente devida. Apelo da autora parcialmente provido.  ",mente provido.  ,Parcial Procedente,1056246-58.2021.8.26.0100,TJSP
" Prestação de serviços - Fornecimento de energia elétrica - Ação regressiva de reparação de danos materiais - Demanda de seguradora subrrogada nos direitos de seguradas, em face de concessionária de serviço público - Sentença de procedência - Recurso da ré –  Parcial reforma do julgado - Cabimento –  Existência de prova parcial em torno da queima dos equipamentos eletroeletrônicos, ocasionada por oscilação na rede de distribuição de energia elétrica - Responsabilidade objetiva presente - Inteligência do art. 37, §6º, da CF, e do art. 22, do CDC - Fortuito interno - Suficiência quanto à demonstração do dano e do nexo de causalidade - Indenização parcialmente devida. Apelo da ré parcialmente provido.  ",mente provido.  ,Parcial Procedente,1042408-48.2021.8.26.0100,TJSP
" Prestação de serviços - Fornecimento de energia elétrica - Ação regressiva de reparação de danos materiais - Demanda de seguradora subrrogada nos direitos de segurados, em face de concessionária de serviço público - Sentença de improcedência - Recurso da autora –  Parcial reforma do julgado - Cabimento –  Existência de prova parcial em torno da queima dos equipamentos eletroeletrônicos, ocasionada por oscilação na rede de distribuição de energia elétrica - Responsabilidade objetiva presente - Inteligência do art. 37, §6º, da CF, e do art. 22, do CDC - Fortuito interno - Suficiência quanto à demonstração do dano e do nexo de causalidade - Indenização parcialmente devida. Apelo da autora parcialmente provido.  ",mente provido.  ,Parcial Procedente,1056919-51.2021.8.26.0100,TJSP
" Prestação de serviços - Fornecimento de energia elétrica - Ação regressiva de reparação de danos materiais - Demanda de seguradora subrrogada nos direitos de segurados, em face de concessionária de serviço público - Sentença de improcedência - Recurso da autora –  Parcial reforma do julgado - Cabimento –  Existência de prova parcial em torno da queima dos equipamentos eletroeletrônicos, ocasionada por oscilação na rede de distribuição de energia elétrica - Responsabilidade objetiva presente - Inteligência do art. 37, §6º, da CF, e do art. 22, do CDC - Fortuito interno - Suficiência quanto à demonstração do dano e do nexo de causalidade - Indenização parcialmente devida. Apelo da autora parcialmente provido.  ",mente provido.  ,Parcial Procedente,1032304-94.2021.8.26.0100,TJSP
" Agravo de instrumento. Ação de oferta de alimentos. Recurso interposto contra decisão que revogou os alimentos provisórios fixados em favor da agravada, mantendo, porém, a obrigação de mantê-la no plano de saúde do agravante. Inconformismo. Cabimento parcial. Inexistência de razão a justificar a imediata exclusão. Agravada que se encontra grávida e com parto para data próxima. Imprescindibilidade de manutenção do acompanhamento médico até o nascimento. Reembolsos ao agravante que já vem sendo realizados. Ausência de prejuízo. Contudo, permanência da agravante no plano de saúde que deve ser temporária. Exclusão após o nascimento que se mostra consentânea com a decisão de revogação dos provisórios e reembolso do plano de saúde. Manutenção da agravada que não se justifica após o nascimento. Decisão reformada nesse ponto. Recurso parcialmente provido. ",lmente provido. ,Parcial Procedente,2162483-11.2021.8.26.0000,TJSP
" Apelação. Compromisso de compra e venda entre particulares. Rescisão e reintegração de posse. Inconformismo dos réus. Descabimento. Inadimplemento incontroverso. Reintegração na posse. Necessidade. Benfeitoria expressamente excluídas em caso de inadimplemento. IPTU. Pagamento que fora expressamente convencionado como sendo dos réus compradores. Erro material contido na r. sentença, pela não condenação do autor ao pagamento de verba honorária sucumbencial pela extinção do processo, relativamente à coautora, reconhecida a ilegitimidade de parte. Adequação, com a imposição de verba honorárias sucumbencial Necessidade. Recurso provido em pequeníssima extensão. Art. 252, RI. Fundamentação adotada como razão de decidir. Sentença mantida na parte meritória. Apelação parcialmente provida. ",lmente provida. ,Parcial Procedente,1039600-91.2018.8.26.0224,TJSP
" INDENIZAÇÃO POR DANO MATERIAL E MORAL. Prestação de serviços que disponibiliza sistema de intermediação de operações eletrônicas com operadora de cartão de crédito. Estorno de valores pagos à vendedora, em razão de afirmação sobre contestação apresentada pelo titular do cartão (""chargeback""). Falta de diligência da autora na concretização da venda não comprovada. Responsabilidade da intermediadora por eventual falha apresentada no serviço prestado, que não pode ser repassada à cliente. Indevida retenção de valores. Mantida a condenação à restituição de dano material. Indenização por dano moral descabida. Sentença parcialmente reformada. RECURSO PARCIALMENTE PROVIDO.  ",mente provido.  ,Parcial Procedente,1107944-40.2020.8.26.0100,TJSP
" RESPONSABILIDADE CIVIL. Telefonia. Inexigibilidade de débito. Ilegitimidade passiva ""ad causam"" da corré Serasa. Ilegitimidade para responder por obrigações decorrentes dos lançamentos ou da manutenção dos apontamentos na plataforma ""Serasa Limpa Nome"". Ausência de negativação indevida. Dano moral não configurado. Honorários advocatícios bem fixados. Exclusão dos dados da autora dos cadastros de proteção ao crédito determinada sob pena de multa diária. Sentença reformada. Recurso da corré Serasa provido. Recurso da autora parcialmente provido. ",lmente provido. ,Parcial Procedente,1006562-38.2020.8.26.0024,TJSP
" EXECUÇÃO –  Avaliação do imóvel penhorado –  Pleito de acolhimento de prova técnica emprestada, produzida em outra execução que recai sobre o mesmo imóvel –  Descabimento –  Hipótese em que a divergência entre as partes reclama a realização de prova técnica própria - Nada impede (assim como ocorre com um laudo particular contestatório) que a avaliação realizada nos autos nº 1073711-85.2018.8.26.0100 seja utilizada como prova emprestada em caráter particular, para ser conjugada com aquela que será produzida pelo perito nomeado pelo juízo.ABUSO DE DIREITO –  Reconhecimento nos autos do cumprimento de sentença para possibilitar a penhora do imóvel relativo ao terreno –  Alegação de uso de incorporação imobiliária para frustrar credores –  Tema que exige cognição aprofundada e realização de prova, sendo descabida a sua discussão nos autos de feito de natureza executiva.Recurso provido em parte. ",ovido em parte. ,Parcial Procedente,2169422-07.2021.8.26.0000,TJSP
" PERÍCIA –  Avaliação –  Custeio –  Cumprimento de sentença –  Honorários do perito avaliador –  Atribuição do ônus do adiantamento à executada –  Decisão ""extra petita"" –  Inocorrência –  Hipótese em que os embargos declaratórios opostos pela exequente e apreciados pela decisão recorrida apresentaram impugnação da atribuição do ônus, o que foi bastante para viabilizar a reconsideração do tema.EXECUÇÃO –  Intimação da devedora para indicar bens penhoráveis –  Cabimento –  Aplicação da multa prevista no art. 774 do CPC depende, contudo, da demonstração de omissão dolosa da devedora na indicação de seu patrimônio –  Decisão reformada neste ponto.LITIGÂNCIA DE MÁ-FÉ –  Inocorrência - Não se detecta deslealdade processual no procedimento da parte que não foi bem-sucedida na busca de apoio de suas pretensões –  Indeferimento do pleito requerido de condenação da agravante ao pagamento de multa.Recurso provido em parte. ",ovido em parte. ,Parcial Procedente,2169254-05.2021.8.26.0000,TJSP
" AGRAVO DE INSTRUMENTO –  Decisão que determinou remessa ao JEFAZ –  Necessidade de realização de perícia grafotécnica –  Questão que demanda produção de prova complexa inviável no âmbito do juizado –  Impossibilidade de cumulação de pedidos contra entes públicos e particulares - Análise do inciso I, do paragrafo 1º do art. 327 do CPC que veda expressamente a cumulação de pedidos caso o juízo não seja competente para conhecer parte deles  - Decisão reformada –  Agravo parcialmente provido. ",lmente provido. ,Parcial Procedente,2040519-85.2020.8.26.0000,TJSP
" PLANO DE ASSISTÊNCIA À SAÚDE –  Obrigação de fazer – Sentença de procedência –  Recurso da ré –  Medicamento denominado Mavenclad, utilizado para tratamento de esclerose múltipla –  Cabimento da obrigação –  Contrato de plano de assistência à saúde que pode estabelecer as doenças abrangidas pela cobertura, mas não limitar os tipos de tratamento a elas dispensados –  Inteligência das Súmulas nº 96 e 102 deste Tribunal –  Astreinte –  Cabimento –  Valor reduzido –  Honorários advocatícios sucumbenciais reduzidos –  RECURSO PARCIALMENTE PROVIDO. ",lmente provido. ,Parcial Procedente,1001615-67.2021.8.26.0003,TJSP
" AÇÃO DE OBRIGAÇÃO DE FAZER, CUMULADA COM PEDIDO DE INDENIZAÇÃO POR DANOS MORAIS – Plano de assistência à saúde – Parcial procedência, com a condenação da ré ao custeio do exame de ""sequenciamento completo do exoma por NGS"" – Insurgência da autora – Pedido de condenação da ré ao pagamento de multa pelo atraso no cumprimento da decisão que deferiu o pedido de tutela de urgência, bem como a indenização pelos danos morais sofridos – Parcial cabimento – Doença cuja cobertura de tratamento médico está prevista contratualmente, sendo ilegal a recusa – Dano moral caracterizado – Indenização fixada em R$5.000,00 – Eventual atraso no cumprimento da decisão que deferiu o pedido de tutela provisória deverá ser dirimido através de incidente de cumprimento de sentença – RECURSO PARCIALMENTE PROVIDO. ",lmente provido. ,Parcial Procedente,1040960-77.2020.8.26.0002,TJSP
" APELAÇÃO –  RESCISÃO DO CONTRATO DE COMPRA E VENDA C.C. DEVOLUÇÃO DO VALOR PAGO –  ATRASO NA ENTREGA DO LOTE –  SENTENÇA PARCIALMENTE PROCEDENTE, QUE DECLAROU A RESCISÃO DO CONTRATO E CONDENOU A RÉ À RESTITUIÇÃO DO VALOR PAGO, DE MANEIRA INTEGRAL, COM SUCUMBÊNCIA RECÍPROCA - INCONFORMISMO DA RÉ –  CONTRATO QUE NÃO INFORMOU PRAZO DE ENTREGA –  FALHA DO DEVER DE INFORMAÇÃO - PROPAGANDA NOTICIANDO PRAZO DE ENTREGA EM DEZEMBRO DE 2018 –  PRAZO A SER CONSIDERADO COMO CERTO PARA DATA DA ENTREGA –  AUSÊNCIA DE NOTÍCIA DE CONCLUSÃO DAS OBRAS DE INFRAESTRUTURA –  ALVARÁ PARA IMPLANTAÇÃO DO LOTEAMENTO CONCEDIDO EM 2015, COM PRORROGAÇÃO –  AUSÊNCIA DE NOTÍCIA DE CONCLUSÃO DAS OBRAS –  ATRASO CONFIGURADO POR CULPA DA RÉ –  INADIMPLEMENTO DO AUTOR A PARTIR DE FEVEREIRO DE 2020, QUANDO O ATRASO JÁ ERA EVIDENTE –  EXCEÇÃO DO CONTRATO NÃO CUMPRIDO - CONTRATO CELEBRADO EM 2017 - IRRETROATIVIDADE DA LEI 13.768/2018 - DEVOLUÇÃO INTEGRAL DO VALOR PAGO –  RESCISÃO POR CULPA DA CONSTRUTORA - CABÍVEL DEVOLUÇÃO INTEGRAL DO PREÇO PAGO, INCLUSIVE DO VALOR PAGO A TÍTULO DE COMISSÃO DE CORRETAGEM –  SUCUMBÊNCIA RECÍPROCA MANTIDA –  RÉ QUE DEU CAUSA AO AJUIZAMENTO DA AÇÃO E DECAIU EM PARTE DOS PEDIDOS -  NEGADO PROVIMENTO AO RECURSO "," ação e decaiu em parte dos pedidos -  negado provimento ao recurso ",Parcial Procedente,1001526-82.2021.8.26.0152,TJSP
" AÇÃO DE INDENIZAÇÃO. DANOS MORAIS. COMPRA E VENDA DE IMÓVEL. Autor ajuizou a demanda visando o recebimento de indenização pelos danos morais que alega ter sofrido em razão da instalação de caixa de passagem de sabão, gordura e esgoto comuns em área privativa do seu imóvel. Sentença de parcial procedência. Apelo das rés. 1. Decadência da pretensão. Demanda que versa sobre fato, e não vício, de imóvel. Instalação de caixa de eletricidade que acarreta prejuízos à regular utilização do bem, além de provocar a desvalorização do imóvel. Aplicação do prazo prescricional quinquenal do artigo 27 do Código de Defesa do Consumidor. Decadência afastada.2. Preliminar de cerceamento de defesa que deve ser afastada. Documentos juntados aos autos que eram suficientes para a solução do litígio.3. Indenização por danos morais. Caixas de passagem de gordura, sabão e esgoto comuns em área privativa da unidade do autor. Ausência de informação clara quando da aquisição acerca da existência da referidas caixas em espaço privativo. Condição que impõe limitação de uso do espaço e causa transtorno na eventualidade de ser necessário acesso ao local. Descumprimento do dever de informação que afeta o ambiente íntimo do requerente e seu cotidiano, extrapolando mero aborrecimento. Danos morais devidos. Quantum que comporta redução. Precedentes deste E. Tribunal de Justiça.4. Recurso provido em parte. ",ovido em parte. ,Parcial Procedente,1000194-03.2020.8.26.0286,TJSP
" HABEAS CORPUS –  DECISÃO QUE DEFERE A PROGRESSÃO DO SENTENCIADO AO REGIME SEMIABERTO E DETERMINA SUA TRANSFERÊNCIA –  DEMORA NO CUMPRIMENTO DA DECISÃO POR FALTA DE VAGAS EM ESTABELECIMENTO ADEQUADO –  ORDEM PARCIALMENTE CONCEDIDA –  Súmula Vinculante nº 56: ""A falta de estabelecimento penal adequado não autoriza a manutenção do condenado em regime prisional mais gravoso, devendo-se observar, nessa hipótese, os parâmetros fixados no RE 641.320/RS."". Ordem parcialmente concedida, para determinar que o Juízo das Execuções decida a respeito da solução a ser adotada no caso concreto, observando o disposto na referida Súmula Vinculante e no Recurso Extraordinário por ela mencionado. "," em regime prisional mais gravoso, devendo-se observar, nessa hipótese, os parâmetros fixados no re 641.320/rs."". ordem parcialmente concedida, para determinar que o juízo das execuções decida a respeito da solução a ser adotada no caso concreto, observando o disposto na referida súmula vinculante e no recurso extraordinário por ela mencionado. ",Parcial Procedente,2224909-59.2021.8.26.0000,TJSP
" APELAÇÃO CRIMINAL –  FURTO QUALIFICADO E FALSA IDENTIDADE –  ABSOLVIÇÃO POR INSUFICIENCIA DE PROVAS –  IMPOSSIBILIDADE –  Não há que se falar em insuficiência de provas quando o conjunto probatório se revelou uníssono em demonstrar a materialidade e autoria dos delitos. PRETENDIDO O RECONHECIMENTO DA CIRCUNSTÂNCIA ATENUANTE DA CONFISSÃO ESPONTÂNEA –  Circunstância atenuante já reconhecida pelo Juízo a quo. Todavia, tendo o réu mais de uma condenação apta a caracterizar reincidência, nos termos do artigo 64 do CP, a compensação de tais circunstâncias deve se dar de forma parcial. Recurso parcialmente provido, somente para reconhecer a modalidade tentada do delito de furto e para afastar a pena pecuniária do crime de falsa identidade.  ","a atenuante já reconhecida pelo juízo a quo. todavia, tendo o réu mais de uma condenação apta a caracterizar reincidência, nos termos do artigo 64 do cp, a compensação de tais circunstâncias deve se dar de forma parcial. recurso parcialmente provido, somente para reconhecer a modalidade tentada do delito de furto e para afastar a pena pecuniária do crime de falsa identidade.  ",Parcial Procedente,0002589-34.2017.8.26.0530,TJSP
" AGRAVO INTERNO EM RECURSO ESPECIAL. CUMPRIMENTO INDIVIDUAL DE SENTENÇA COLETIVA. AÇÃO CIVIL PÚBLICA JULGADA PELO JUIZ DA 6ª VARA DA FAZENDA PÚBLICA DO FORO CENTRAL DE SÃO PAULO/SP (AÇÃO COLETIVA Nº 0403263-60.1993.8.26.0053). Juros remuneratórios. Incidência (tema 887). Termo final dos juros remuneratórios. Ausência de sucumbência. Foro competente, termo inicial dos juros de mora e legitimidade ativa dos poupadores. Ausência de questionamento no V. Acórdão recorrido. Inviabilidade de apreciação neste âmbito recursal. Razões recursais, no mais, impertinentes nesta via. Decisão mantida. Recurso desprovido, na parte conhecida. ",arte conhecida. ,Parcial Procedente,2101267-25.2016.8.26.0000,TJSP
" AGRAVO INTERNO EM RECURSO ESPECIAL. CUMPRIMENTO INDIVIDUAL DE SENTENÇA COLETIVA. AÇÃO CIVIL PÚBLICA JULGADA PELO JUIZ DA 12ª VARA CÍVEL DA CIRCUNSCRIÇÃO ESPECIAL JUDICIÁRIA DE BRASÍLIA/DF (AÇÃO COLETIVA Nº 1998.01.1.016798-9). Legitimidade ativa dos poupadores e de seus sucessores, independentemente de fazerem parte dos quadros associativos do IDEC (tema 724). Expurgos inflacionários posteriores a título de correção monetária plena do débito. Incidência (tema 887). Liquidação de sentença e honorários advocatícios. Ausência de questionamento no V. Acórdão recorrido. Prescrição e termo inicial dos juros de mora. Ausência de questionamento no Recurso Especial. Inviabilidade de apreciação neste âmbito recursal. Juros remuneratórios. Ausência de sucumbência. Decisão mantida. Recurso desprovido, na parte conhecida. ",arte conhecida. ,Parcial Procedente,2259883-93.2019.8.26.0000,TJSP
